reltime,datetime,iSensor,ibi
0.001,2024/06/13 13:05:08.3729,5,800
0.001,2024/06/13 13:05:08.3729,4,0
0.001,2024/06/13 13:05:08.3729,3,657
0.001,2024/06/13 13:05:08.3729,2,0
0.001,2024/06/13 13:05:08.3729,1,0
0.001,2024/06/13 13:05:08.3729,0,0
0.203,2024/06/13 13:05:08.5749,5,800
0.45,2024/06/13 13:05:08.8219,5,800
0.476,2024/06/13 13:05:08.8479,3,641
0.696,2024/06/13 13:05:09.0679,5,800
1.214,2024/06/13 13:05:09.5859,3,648
1.707,2024/06/13 13:05:10.0789,3,661
1.927,2024/06/13 13:05:10.2989,5,800
2.174,2024/06/13 13:05:10.5459,5,800
2.42,2024/06/13 13:05:10.7919,5,800
2.666,2024/06/13 13:05:11.0379,5,800
2.691,2024/06/13 13:05:11.0629,3,677
2.913,2024/06/13 13:05:11.2849,5,800
3.431,2024/06/13 13:05:11.8029,3,715
3.652,2024/06/13 13:05:12.0239,5,800
4.17,2024/06/13 13:05:12.5419,3,765
4.39,2024/06/13 13:05:12.7619,5,778
4.636,2024/06/13 13:05:13.0079,5,778
4.882,2024/06/13 13:05:13.2539,5,778
4.909,2024/06/13 13:05:13.2809,3,809
5.621,2024/06/13 13:05:13.9929,5,778
5.894,2024/06/13 13:05:14.2659,3,800
6.36,2024/06/13 13:05:14.7319,5,769
6.606,2024/06/13 13:05:14.9779,5,769
6.632,2024/06/13 13:05:15.0039,3,784
6.852,2024/06/13 13:05:15.2239,5,769
7.099,2024/06/13 13:05:15.4709,5,769
7.346,2024/06/13 13:05:15.7179,5,769
7.371,2024/06/13 13:05:15.7429,3,768
7.591,2024/06/13 13:05:15.9629,5,769
7.838,2024/06/13 13:05:16.2099,5,769
7.863,2024/06/13 13:05:16.2349,3,771
8.084,2024/06/13 13:05:16.4559,5,769
8.33,2024/06/13 13:05:16.7019,5,769
8.577,2024/06/13 13:05:16.9489,5,769
8.603,2024/06/13 13:05:16.9749,3,724
9.316,2024/06/13 13:05:17.6879,5,769
9.342,2024/06/13 13:05:17.7139,3,678
9.561,2024/06/13 13:05:17.9329,5,769
9.808,2024/06/13 13:05:18.1799,5,769
10.054,2024/06/13 13:05:18.4259,5,769
10.08,2024/06/13 13:05:18.4519,3,666
10.301,2024/06/13 13:05:18.6729,5,769
10.547,2024/06/13 13:05:18.9189,5,769
10.793,2024/06/13 13:05:19.1649,5,769
11.04,2024/06/13 13:05:19.4119,5,769
11.066,2024/06/13 13:05:19.4379,3,711
11.286,2024/06/13 13:05:19.6579,5,769
11.533,2024/06/13 13:05:19.9049,5,769
11.778,2024/06/13 13:05:20.1499,5,769
11.804,2024/06/13 13:05:20.1759,3,805
12.025,2024/06/13 13:05:20.3969,5,769
12.271,2024/06/13 13:05:20.6429,5,769
12.517,2024/06/13 13:05:20.8889,5,769
12.763,2024/06/13 13:05:21.1349,5,769
12.789,2024/06/13 13:05:21.1609,3,871
13.01,2024/06/13 13:05:21.3819,5,769
13.256,2024/06/13 13:05:21.6279,5,769
13.502,2024/06/13 13:05:21.8739,5,769
13.749,2024/06/13 13:05:22.1209,5,769
13.995,2024/06/13 13:05:22.3669,5,778
14.02,2024/06/13 13:05:22.3919,3,902
14.241,2024/06/13 13:05:22.6129,5,778
14.488,2024/06/13 13:05:22.8599,5,778
14.513,2024/06/13 13:05:22.8849,3,899
14.733,2024/06/13 13:05:23.1049,5,778
14.98,2024/06/13 13:05:23.3519,5,778
15.226,2024/06/13 13:05:23.5979,5,778
15.473,2024/06/13 13:05:23.8449,5,778
15.499,2024/06/13 13:05:23.8709,3,882
15.718,2024/06/13 13:05:24.0899,5,778
15.965,2024/06/13 13:05:24.3369,5,789
16.211,2024/06/13 13:05:24.5829,5,789
16.237,2024/06/13 13:05:24.6089,3,871
16.458,2024/06/13 13:05:24.8299,5,789
16.703,2024/06/13 13:05:25.0749,5,789
16.95,2024/06/13 13:05:25.3219,5,800
16.976,2024/06/13 13:05:25.3479,3,875
17.197,2024/06/13 13:05:25.5689,5,800
17.714,2024/06/13 13:05:26.0859,3,774
17.935,2024/06/13 13:05:26.3069,5,789
18.182,2024/06/13 13:05:26.5539,5,789
18.428,2024/06/13 13:05:26.7999,5,789
18.453,2024/06/13 13:05:26.8249,3,739
18.674,2024/06/13 13:05:27.0459,5,789
18.92,2024/06/13 13:05:27.2919,5,789
19.167,2024/06/13 13:05:27.5389,5,789
19.413,2024/06/13 13:05:27.7849,5,789
19.438,2024/06/13 13:05:27.8099,3,791
19.659,2024/06/13 13:05:28.0309,5,789
19.906,2024/06/13 13:05:28.2779,5,800
20.152,2024/06/13 13:05:28.5239,5,800
20.178,2024/06/13 13:05:28.5499,3,831
20.398,2024/06/13 13:05:28.7699,5,800
20.644,2024/06/13 13:05:29.0159,5,800
20.89,2024/06/13 13:05:29.2619,5,800
21.162,2024/06/13 13:05:29.5339,3,862
21.629,2024/06/13 13:05:30.0009,5,800
21.875,2024/06/13 13:05:30.2469,5,799
22.122,2024/06/13 13:05:30.4939,5,800
22.148,2024/06/13 13:05:30.5199,3,900
22.368,2024/06/13 13:05:30.7399,5,800
22.614,2024/06/13 13:05:30.9859,5,800
22.86,2024/06/13 13:05:31.2319,5,800
22.886,2024/06/13 13:05:31.2579,3,900
23.107,2024/06/13 13:05:31.4789,5,800
23.353,2024/06/13 13:05:31.7249,5,800
23.599,2024/06/13 13:05:31.9709,5,800
23.846,2024/06/13 13:05:32.2179,5,800
23.872,2024/06/13 13:05:32.2439,3,891
24.092,2024/06/13 13:05:32.4639,5,800
24.338,2024/06/13 13:05:32.7099,5,800
24.585,2024/06/13 13:05:32.9569,5,800
24.611,2024/06/13 13:05:32.9829,3,883
24.831,2024/06/13 13:05:33.2029,5,800
25.077,2024/06/13 13:05:33.4489,5,800
25.323,2024/06/13 13:05:33.6949,5,800
25.57,2024/06/13 13:05:33.9419,5,800
25.596,2024/06/13 13:05:33.9679,3,874
25.816,2024/06/13 13:05:34.1879,5,800
26.062,2024/06/13 13:05:34.4339,5,811
26.088,2024/06/13 13:05:34.4599,3,819
26.308,2024/06/13 13:05:34.6799,5,811
26.555,2024/06/13 13:05:34.9269,5,811
26.801,2024/06/13 13:05:35.1729,5,811
26.827,2024/06/13 13:05:35.1989,3,726
27.048,2024/06/13 13:05:35.4199,5,811
27.293,2024/06/13 13:05:35.6649,5,811
27.54,2024/06/13 13:05:35.9119,5,811
27.565,2024/06/13 13:05:35.9369,3,680
27.786,2024/06/13 13:05:36.1579,5,811
28.032,2024/06/13 13:05:36.4039,5,821
28.278,2024/06/13 13:05:36.6499,5,821
28.304,2024/06/13 13:05:36.6759,3,659
28.525,2024/06/13 13:05:36.8969,5,821
28.771,2024/06/13 13:05:37.1429,5,821
29.017,2024/06/13 13:05:37.3889,5,821
29.264,2024/06/13 13:05:37.6359,5,821
29.29,2024/06/13 13:05:37.6619,3,680
29.51,2024/06/13 13:05:37.8819,5,821
29.756,2024/06/13 13:05:38.1279,5,821
30.002,2024/06/13 13:05:38.3739,5,821
30.249,2024/06/13 13:05:38.6209,5,821
30.274,2024/06/13 13:05:38.6459,3,813
30.495,2024/06/13 13:05:38.8669,5,821
30.741,2024/06/13 13:05:39.1129,5,821
30.988,2024/06/13 13:05:39.3599,5,811
31.013,2024/06/13 13:05:39.3849,3,961
31.234,2024/06/13 13:05:39.6059,5,811
31.48,2024/06/13 13:05:39.8519,5,811
31.727,2024/06/13 13:05:40.0989,5,811
31.973,2024/06/13 13:05:40.3449,5,811
31.998,2024/06/13 13:05:40.3699,3,967
32.219,2024/06/13 13:05:40.5909,5,811
32.465,2024/06/13 13:05:40.8369,5,811
32.984,2024/06/13 13:05:41.3559,3,946
33.205,2024/06/13 13:05:41.5769,5,811
33.943,2024/06/13 13:05:42.3149,5,811
33.969,2024/06/13 13:05:42.3409,3,958
34.19,2024/06/13 13:05:42.5619,5,811
34.707,2024/06/13 13:05:43.0789,3,952
34.928,2024/06/13 13:05:43.2999,5,811
35.174,2024/06/13 13:05:43.5459,5,811
35.42,2024/06/13 13:05:43.7919,5,811
35.446,2024/06/13 13:05:43.8179,3,847
36.16,2024/06/13 13:05:44.5319,5,811
36.406,2024/06/13 13:05:44.7779,5,811
36.431,2024/06/13 13:05:44.8029,3,823
36.652,2024/06/13 13:05:45.0239,5,811
36.898,2024/06/13 13:05:45.2699,5,811
37.145,2024/06/13 13:05:45.5169,5,811
37.391,2024/06/13 13:05:45.7629,5,811
37.416,2024/06/13 13:05:45.7879,3,853
37.638,2024/06/13 13:05:46.0099,5,811
37.883,2024/06/13 13:05:46.2549,5,811
38.13,2024/06/13 13:05:46.5019,5,811
38.376,2024/06/13 13:05:46.7479,5,811
38.402,2024/06/13 13:05:46.7739,3,907
38.622,2024/06/13 13:05:46.9939,5,811
