reltime,datetime,iSensor,ibi
0.001,2024/05/28 16:02:53.3969,5,565
0.001,2024/05/28 16:02:53.3969,4,0
0.001,2024/05/28 16:02:53.3969,3,645
0.001,2024/05/28 16:02:53.3969,2,0
0.001,2024/05/28 16:02:53.3969,1,0
0.001,2024/05/28 16:02:53.3969,0,0
0.457,2024/05/28 16:02:53.8529,3,664
0.814,2024/05/28 16:02:54.2099,5,565
1.061,2024/05/28 16:02:54.4569,5,565
1.307,2024/05/28 16:02:54.7029,5,565
1.443,2024/05/28 16:02:54.8389,3,662
1.936,2024/05/28 16:02:55.3319,3,634
2.428,2024/05/28 16:02:55.8239,3,607
3.413,2024/05/28 16:02:56.8089,3,625
3.906,2024/05/28 16:02:57.3019,3,698
4.017,2024/05/28 16:02:57.4129,5,565
4.263,2024/05/28 16:02:57.6589,5,565
4.509,2024/05/28 16:02:57.9049,5,576
5.137,2024/05/28 16:02:58.5329,3,756
5.629,2024/05/28 16:02:59.0249,3,736
6.122,2024/05/28 16:02:59.5179,3,731
6.615,2024/05/28 16:03:00.0109,3,674
7.107,2024/05/28 16:03:00.5029,3,628
7.218,2024/05/28 16:03:00.6139,5,576
7.465,2024/05/28 16:03:00.8609,5,576
7.846,2024/05/28 16:03:01.2419,3,607
8.338,2024/05/28 16:03:01.7339,3,594
9.323,2024/05/28 16:03:02.7189,3,616
9.816,2024/05/28 16:03:03.2119,3,632
10.309,2024/05/28 16:03:03.7049,3,644
10.42,2024/05/28 16:03:03.8159,5,576
10.666,2024/05/28 16:03:04.0619,5,576
10.912,2024/05/28 16:03:04.3079,5,576
11.047,2024/05/28 16:03:04.4429,3,632
11.54,2024/05/28 16:03:04.9359,3,633
12.526,2024/05/28 16:03:05.9219,3,646
13.51,2024/05/28 16:03:06.9059,3,685
13.867,2024/05/28 16:03:07.2629,5,576
14.003,2024/05/28 16:03:07.3989,3,744
14.114,2024/05/28 16:03:07.5099,5,576
14.741,2024/05/28 16:03:08.1369,3,789
15.727,2024/05/28 16:03:09.1229,3,808
16.219,2024/05/28 16:03:09.6149,3,792
16.958,2024/05/28 16:03:10.3539,3,761
17.315,2024/05/28 16:03:10.7109,5,576
17.451,2024/05/28 16:03:10.8469,3,706
18.436,2024/05/28 16:03:11.8319,3,695
18.928,2024/05/28 16:03:12.3239,3,685
19.913,2024/05/28 16:03:13.3089,3,695
20.024,2024/05/28 16:03:13.4199,5,571
20.27,2024/05/28 16:03:13.6659,5,571
20.517,2024/05/28 16:03:13.9129,5,588
20.652,2024/05/28 16:03:14.0479,3,711
21.145,2024/05/28 16:03:14.5409,3,737
22.129,2024/05/28 16:03:15.5249,3,733
22.622,2024/05/28 16:03:16.0179,3,701
23.115,2024/05/28 16:03:16.5109,3,663
23.226,2024/05/28 16:03:16.6219,5,588
23.472,2024/05/28 16:03:16.8679,5,588
23.718,2024/05/28 16:03:17.1139,5,588
23.854,2024/05/28 16:03:17.2499,3,655
23.964,2024/05/28 16:03:17.3599,5,588
24.211,2024/05/28 16:03:17.6069,5,588
24.457,2024/05/28 16:03:17.8529,5,588
24.593,2024/05/28 16:03:17.9889,3,666
24.703,2024/05/28 16:03:18.0989,5,588
24.95,2024/05/28 16:03:18.3459,5,588
25.331,2024/05/28 16:03:18.7269,3,705
26.181,2024/05/28 16:03:19.5769,5,588
26.316,2024/05/28 16:03:19.7119,3,740
26.427,2024/05/28 16:03:19.8229,5,588
26.674,2024/05/28 16:03:20.0699,5,588
26.808,2024/05/28 16:03:20.2039,3,728
26.92,2024/05/28 16:03:20.3159,5,588
27.301,2024/05/28 16:03:20.6969,3,692
27.659,2024/05/28 16:03:21.0549,5,682
27.905,2024/05/28 16:03:21.3009,5,682
28.041,2024/05/28 16:03:21.4369,3,658
28.151,2024/05/28 16:03:21.5469,5,682
28.397,2024/05/28 16:03:21.7929,5,682
28.779,2024/05/28 16:03:22.1749,3,648
29.518,2024/05/28 16:03:22.9139,3,653
30.503,2024/05/28 16:03:23.8989,3,684
30.996,2024/05/28 16:03:24.3919,3,698
31.489,2024/05/28 16:03:24.8849,3,673
31.599,2024/05/28 16:03:24.9949,5,705
31.846,2024/05/28 16:03:25.2419,5,705
31.98,2024/05/28 16:03:25.3759,3,646
32.092,2024/05/28 16:03:25.4879,5,705
32.72,2024/05/28 16:03:26.1159,3,647
33.212,2024/05/28 16:03:26.6079,3,660
34.197,2024/05/28 16:03:27.5929,3,670
34.689,2024/05/28 16:03:28.0849,3,648
34.801,2024/05/28 16:03:28.1969,5,697
35.047,2024/05/28 16:03:28.4429,5,697
