reltime;datetime;iSensor;ibi

   0.0010;2024/06/05 10:01:42.2929;5;645
   0.0010;2024/06/05 10:01:42.2929;4;0
   0.0010;2024/06/05 10:01:42.2929;3;604
   0.0010;2024/06/05 10:01:42.2929;2;0
   0.0010;2024/06/05 10:01:42.2929;1;0
   0.0010;2024/06/05 10:01:42.2929;0;0
   0.1430;2024/06/05 10:01:42.4349;5;651
   0.3880;2024/06/05 10:01:42.6799;5;651
   0.6230;2024/06/05 10:01:42.9149;3;600
   0.6350;2024/06/05 10:01:42.9269;5;651
   1.1150;2024/06/05 10:01:43.4069;3;590
   1.3740;2024/06/05 10:01:43.6659;5;650
   1.6200;2024/06/05 10:01:43.9119;5;651
   1.8540;2024/06/05 10:01:44.1459;3;609
   1.8660;2024/06/05 10:01:44.1579;5;651
   2.1130;2024/06/05 10:01:44.4049;5;651
   2.3470;2024/06/05 10:01:44.6389;3;614
   2.3590;2024/06/05 10:01:44.6509;5;651
   2.6060;2024/06/05 10:01:44.8979;5;651
   2.8510;2024/06/05 10:01:45.1429;5;651
   3.0860;2024/06/05 10:01:45.3779;3;609
   3.0970;2024/06/05 10:01:45.3889;5;651
   3.3440;2024/06/05 10:01:45.6359;5;651
   3.5780;2024/06/05 10:01:45.8699;3;602
   3.5900;2024/06/05 10:01:45.8819;5;651
   3.8370;2024/06/05 10:01:46.1289;5;651
   4.0830;2024/06/05 10:01:46.3749;5;651
   4.3180;2024/06/05 10:01:46.6099;3;618
   4.3300;2024/06/05 10:01:46.6219;5;651
   4.5750;2024/06/05 10:01:46.8669;5;651
   4.8100;2024/06/05 10:01:47.1019;3;638
   4.8210;2024/06/05 10:01:47.1129;5;651
   5.0680;2024/06/05 10:01:47.3599;5;651
   5.3140;2024/06/05 10:01:47.6059;5;651
   5.5490;2024/06/05 10:01:47.8409;3;636
   5.5610;2024/06/05 10:01:47.8529;5;651
   5.8070;2024/06/05 10:01:48.0989;5;651
   6.0400;2024/06/05 10:01:48.3319;3;623
   6.0530;2024/06/05 10:01:48.3449;5;651
   6.2990;2024/06/05 10:01:48.5909;5;651
   6.5460;2024/06/05 10:01:48.8379;5;651
   6.7800;2024/06/05 10:01:49.0719;3;606
   7.5190;2024/06/05 10:01:49.8109;3;601
   7.7770;2024/06/05 10:01:50.0689;5;631
   8.0230;2024/06/05 10:01:50.3149;5;631
   8.2580;2024/06/05 10:01:50.5499;3;594
   8.2700;2024/06/05 10:01:50.5619;5;618
   8.5040;2024/06/05 10:01:50.7959;3;588
   8.5160;2024/06/05 10:01:50.8079;5;618
   8.7620;2024/06/05 10:01:51.0539;5;618
   9.2420;2024/06/05 10:01:51.5339;3;604
   9.5010;2024/06/05 10:01:51.7929;5;618
   9.7480;2024/06/05 10:01:52.0399;5;618
   9.9810;2024/06/05 10:01:52.2729;3;610
   9.9930;2024/06/05 10:01:52.2849;5;618
  10.2280;2024/06/05 10:01:52.5199;3;616
  10.7330;2024/06/05 10:01:53.0249;5;618
  10.9670;2024/06/05 10:01:53.2589;3;598
  10.9790;2024/06/05 10:01:53.2709;5;618
