reltime;datetime;iSensor;ibi

   0.0010;2024/06/21 11:46:19.7979;5;821
   0.0010;2024/06/21 11:46:19.7979;4;0
   0.0010;2024/06/21 11:46:19.7979;3;804
   0.0010;2024/06/21 11:46:19.7979;2;0
   0.0010;2024/06/21 11:46:19.7979;1;0
   0.0010;2024/06/21 11:46:19.7979;0;0
   0.0120;2024/06/21 11:46:19.8089;5;821
   0.2590;2024/06/21 11:46:20.0559;5;821
   0.5050;2024/06/21 11:46:20.3019;5;821
   0.5490;2024/06/21 11:46:20.3459;3;819
   0.7520;2024/06/21 11:46:20.5489;5;821
   0.9970;2024/06/21 11:46:20.7939;5;821
   1.2440;2024/06/21 11:46:21.0409;5;821
   1.4900;2024/06/21 11:46:21.2869;5;811
   1.5340;2024/06/21 11:46:21.3309;3;799
   1.7370;2024/06/21 11:46:21.5339;5;811
   1.9820;2024/06/21 11:46:21.7789;5;811
   2.2280;2024/06/21 11:46:22.0249;5;811
   2.2740;2024/06/21 11:46:22.0709;3;826
   2.4750;2024/06/21 11:46:22.2719;5;811
   2.7220;2024/06/21 11:46:22.5189;5;811
   2.9680;2024/06/21 11:46:22.7649;5;811
   3.0120;2024/06/21 11:46:22.8089;3;829
   3.2140;2024/06/21 11:46:23.0109;5;811
   3.9970;2024/06/21 11:46:23.7939;3;833
   4.1990;2024/06/21 11:46:23.9959;5;800
   4.4450;2024/06/21 11:46:24.2419;5;789
   4.6910;2024/06/21 11:46:24.4879;5;789
   4.7360;2024/06/21 11:46:24.5329;3;852
   4.9380;2024/06/21 11:46:24.7349;5;789
   5.1840;2024/06/21 11:46:24.9809;5;789
   5.4300;2024/06/21 11:46:25.2269;5;789
   5.4750;2024/06/21 11:46:25.2719;3;815
   5.6770;2024/06/21 11:46:25.4739;5;789
   5.9230;2024/06/21 11:46:25.7199;5;789
   6.1690;2024/06/21 11:46:25.9659;5;789
   6.2130;2024/06/21 11:46:26.0099;3;839
   6.4160;2024/06/21 11:46:26.2129;5;789
   6.6610;2024/06/21 11:46:26.4579;5;789
   6.9080;2024/06/21 11:46:26.7049;5;789
   6.9520;2024/06/21 11:46:26.7489;3;725
   7.1550;2024/06/21 11:46:26.9519;5;789
   7.4010;2024/06/21 11:46:27.1979;5;789
   7.6470;2024/06/21 11:46:27.4439;5;789
   7.6910;2024/06/21 11:46:27.4879;3;689
   7.8930;2024/06/21 11:46:27.6899;5;789
   8.1400;2024/06/21 11:46:27.9369;5;789
   8.3860;2024/06/21 11:46:28.1829;5;789
   8.4300;2024/06/21 11:46:28.2269;3;730
   8.6320;2024/06/21 11:46:28.4289;5;789
   8.8780;2024/06/21 11:46:28.6749;5;789
   9.1250;2024/06/21 11:46:28.9219;5;788
   9.1690;2024/06/21 11:46:28.9659;3;803
   9.3710;2024/06/21 11:46:29.1679;5;800
   9.6170;2024/06/21 11:46:29.4139;5;800
   9.8630;2024/06/21 11:46:29.6599;5;800
  10.1100;2024/06/21 11:46:29.9069;5;800
  10.1540;2024/06/21 11:46:29.9509;3;710
  10.3560;2024/06/21 11:46:30.1529;5;811
  10.6020;2024/06/21 11:46:30.3989;5;811
  10.6470;2024/06/21 11:46:30.4439;3;773
  10.8480;2024/06/21 11:46:30.6449;5;811
  11.0950;2024/06/21 11:46:30.8919;5;811
  11.3410;2024/06/21 11:46:31.1379;5;811
  11.3860;2024/06/21 11:46:31.1829;3;722
  11.5880;2024/06/21 11:46:31.3849;5;811
  11.8340;2024/06/21 11:46:31.6309;5;811
  11.8780;2024/06/21 11:46:31.6749;3;686
  12.0790;2024/06/21 11:46:31.8759;5;811
  12.3260;2024/06/21 11:46:32.1229;5;811
  12.5720;2024/06/21 11:46:32.3689;5;811
  12.6170;2024/06/21 11:46:32.4139;3;728
  12.8180;2024/06/21 11:46:32.6149;5;811
  13.0650;2024/06/21 11:46:32.8619;5;811
  13.3110;2024/06/21 11:46:33.1079;5;821
  13.3560;2024/06/21 11:46:33.1529;3;639
  13.5570;2024/06/21 11:46:33.3539;5;821
  13.8040;2024/06/21 11:46:33.6009;5;821
  14.0500;2024/06/21 11:46:33.8469;5;821
  14.0940;2024/06/21 11:46:33.8909;3;724
  14.7890;2024/06/21 11:46:34.5859;5;821
  14.8330;2024/06/21 11:46:34.6299;3;684
  15.0350;2024/06/21 11:46:34.8319;5;821
  15.2810;2024/06/21 11:46:35.0779;5;821
  15.5280;2024/06/21 11:46:35.3249;5;821
  15.5720;2024/06/21 11:46:35.3689;3;657
  15.7740;2024/06/21 11:46:35.5709;5;821
  16.0200;2024/06/21 11:46:35.8169;5;821
  16.2670;2024/06/21 11:46:36.0639;5;821
  16.3110;2024/06/21 11:46:36.1079;3;728
  17.0500;2024/06/21 11:46:36.8469;3;709
  17.2520;2024/06/21 11:46:37.0489;5;821
  17.4980;2024/06/21 11:46:37.2949;5;789
  17.7450;2024/06/21 11:46:37.5419;5;789
  17.7880;2024/06/21 11:46:37.5849;3;742
  17.9900;2024/06/21 11:46:37.7869;5;789
  18.2360;2024/06/21 11:46:38.0329;5;789
  18.4830;2024/06/21 11:46:38.2799;5;759
  18.5270;2024/06/21 11:46:38.3239;3;802
  18.7290;2024/06/21 11:46:38.5259;5;759
  18.9750;2024/06/21 11:46:38.7719;5;759
  19.2220;2024/06/21 11:46:39.0189;5;759
  19.4680;2024/06/21 11:46:39.2649;5;740
  19.5120;2024/06/21 11:46:39.3089;3;784
  20.2070;2024/06/21 11:46:40.0039;5;740
  20.4530;2024/06/21 11:46:40.2499;5;740
  20.4980;2024/06/21 11:46:40.2949;3;799
  20.6990;2024/06/21 11:46:40.4959;5;740
  20.9460;2024/06/21 11:46:40.7429;5;740
  20.9900;2024/06/21 11:46:40.7869;3;798
  21.1920;2024/06/21 11:46:40.9889;5;740
  21.7290;2024/06/21 11:46:41.5259;3;808
  21.9310;2024/06/21 11:46:41.7279;5;723
  22.1780;2024/06/21 11:46:41.9749;5;723
  22.4240;2024/06/21 11:46:42.2209;5;705
  22.4680;2024/06/21 11:46:42.2649;3;765
  23.1620;2024/06/21 11:46:42.9589;5;705
  23.2060;2024/06/21 11:46:43.0029;3;759
  23.4090;2024/06/21 11:46:43.2059;5;705
  23.6540;2024/06/21 11:46:43.4509;5;705
  23.9010;2024/06/21 11:46:43.6979;5;705
  23.9460;2024/06/21 11:46:43.7429;3;757
  24.1470;2024/06/21 11:46:43.9439;5;705
