reltime,datetime,iSensor,ibi
0.001,2024/05/28 15:50:00.7269,5,697
0.001,2024/05/28 15:50:00.7269,4,0
0.001,2024/05/28 15:50:00.7269,3,673
0.001,2024/05/28 15:50:00.7269,2,0
0.001,2024/05/28 15:50:00.7269,1,0
0.001,2024/05/28 15:50:00.7269,0,0
0.081,2024/05/28 15:50:00.8069,3,683
0.573,2024/05/28 15:50:01.2989,3,673
1.065,2024/05/28 15:50:01.7909,3,637
1.804,2024/05/28 15:50:02.5299,3,636
2.397,2024/05/28 15:50:03.1229,5,682
3.774,2024/05/28 15:50:04.4999,3,691
4.513,2024/05/28 15:50:05.2389,3,671
5.352,2024/05/28 15:50:06.0779,5,682
5.499,2024/05/28 15:50:06.2249,3,696
5.598,2024/05/28 15:50:06.3239,5,682
5.845,2024/05/28 15:50:06.5709,5,682
5.991,2024/05/28 15:50:06.7169,3,754
6.976,2024/05/28 15:50:07.7019,3,755
7.468,2024/05/28 15:50:08.1939,3,753
8.208,2024/05/28 15:50:08.9339,3,738
8.554,2024/05/28 15:50:09.2799,5,674
8.799,2024/05/28 15:50:09.5249,5,674
9.046,2024/05/28 15:50:09.7719,5,674
9.192,2024/05/28 15:50:09.9179,3,708
9.685,2024/05/28 15:50:10.4109,3,680
10.178,2024/05/28 15:50:10.9039,3,687
10.916,2024/05/28 15:50:11.6419,3,690
11.755,2024/05/28 15:50:12.4809,5,666
11.901,2024/05/28 15:50:12.6269,3,675
12.001,2024/05/28 15:50:12.7269,5,666
12.248,2024/05/28 15:50:12.9739,5,666
12.394,2024/05/28 15:50:13.1199,3,662
12.886,2024/05/28 15:50:13.6119,3,688
13.625,2024/05/28 15:50:14.3509,3,696
13.972,2024/05/28 15:50:14.6979,5,689
14.365,2024/05/28 15:50:15.0909,3,679
14.711,2024/05/28 15:50:15.4369,5,697
15.103,2024/05/28 15:50:15.8289,3,700
15.449,2024/05/28 15:50:16.1749,5,697
15.696,2024/05/28 15:50:16.4219,5,697
15.841,2024/05/28 15:50:16.5669,3,740
15.942,2024/05/28 15:50:16.6679,5,697
16.827,2024/05/28 15:50:17.5529,3,786
16.927,2024/05/28 15:50:17.6529,5,705
17.566,2024/05/28 15:50:18.2919,3,799
18.158,2024/05/28 15:50:18.8839,5,705
18.304,2024/05/28 15:50:19.0299,3,791
18.405,2024/05/28 15:50:19.1309,5,705
18.651,2024/05/28 15:50:19.3769,5,705
18.897,2024/05/28 15:50:19.6229,5,705
19.043,2024/05/28 15:50:19.7689,3,752
19.782,2024/05/28 15:50:20.5079,3,737
20.129,2024/05/28 15:50:20.8549,5,697
20.374,2024/05/28 15:50:21.0999,5,697
20.521,2024/05/28 15:50:21.2469,3,735
20.621,2024/05/28 15:50:21.3469,5,697
21.014,2024/05/28 15:50:21.7399,3,726
21.36,2024/05/28 15:50:22.0859,5,697
21.607,2024/05/28 15:50:22.3329,5,697
21.752,2024/05/28 15:50:22.4779,3,722
22.491,2024/05/28 15:50:23.2169,3,701
22.838,2024/05/28 15:50:23.5639,5,697
23.084,2024/05/28 15:50:23.8099,5,697
23.23,2024/05/28 15:50:23.9559,3,691
23.33,2024/05/28 15:50:24.0559,5,697
23.576,2024/05/28 15:50:24.3019,5,713
23.968,2024/05/28 15:50:24.6939,3,694
24.315,2024/05/28 15:50:25.0409,5,714
24.707,2024/05/28 15:50:25.4329,3,722
25.054,2024/05/28 15:50:25.7799,5,731
25.3,2024/05/28 15:50:26.0259,5,731
25.447,2024/05/28 15:50:26.1729,3,744
26.039,2024/05/28 15:50:26.7649,5,740
26.431,2024/05/28 15:50:27.1569,3,778
27.17,2024/05/28 15:50:27.8959,3,805
27.909,2024/05/28 15:50:28.6349,3,788
28.255,2024/05/28 15:50:28.9809,5,740
28.502,2024/05/28 15:50:29.2279,5,740
28.647,2024/05/28 15:50:29.3729,3,789
28.748,2024/05/28 15:50:29.4739,5,740
28.995,2024/05/28 15:50:29.7209,5,740
29.241,2024/05/28 15:50:29.9669,5,740
29.387,2024/05/28 15:50:30.1129,3,793
29.979,2024/05/28 15:50:30.7049,5,740
30.126,2024/05/28 15:50:30.8519,3,788
30.718,2024/05/28 15:50:31.4439,5,740
30.864,2024/05/28 15:50:31.5899,3,775
30.965,2024/05/28 15:50:31.6909,5,740
31.211,2024/05/28 15:50:31.9369,5,740
31.458,2024/05/28 15:50:32.1839,5,740
31.603,2024/05/28 15:50:32.3289,3,754
31.704,2024/05/28 15:50:32.4299,5,740
31.949,2024/05/28 15:50:32.6749,5,740
32.196,2024/05/28 15:50:32.9219,5,740
32.342,2024/05/28 15:50:33.0679,3,747
32.935,2024/05/28 15:50:33.6609,5,740
33.327,2024/05/28 15:50:34.0529,3,742
33.674,2024/05/28 15:50:34.3999,5,740
34.412,2024/05/28 15:50:35.1379,5,740
34.558,2024/05/28 15:50:35.2839,3,747
34.804,2024/05/28 15:50:35.5299,3,748
35.152,2024/05/28 15:50:35.8779,5,750
35.297,2024/05/28 15:50:36.0229,3,732
35.397,2024/05/28 15:50:36.1229,5,750
35.644,2024/05/28 15:50:36.3699,5,769
35.89,2024/05/28 15:50:36.6159,5,769
